name|code|imgSource|deckPerc|avgCount
Quick Launch|31443476|https://images.ygoprodeck.com/images/cards_small/31443476.jpg|1.0|3.0
Starliege Seyfert|15381421|https://images.ygoprodeck.com/images/cards_small/15381421.jpg|1.0|2.919
Chaos Space|99266988|https://images.ygoprodeck.com/images/cards_small/99266988.jpg|1.0|2.23
Rokket Tracer|68464358|https://images.ygoprodeck.com/images/cards_small/68464358.jpg|1.0|2.007
Rokket Recharger|5969957|https://images.ygoprodeck.com/images/cards_small/5969957.jpg|1.0|1.037
Dragon Ravine|62265044|https://images.ygoprodeck.com/images/cards_small/62265044.jpg|1.0|1.022
Boot Sector Launch|36668118|https://images.ygoprodeck.com/images/cards_small/36668118.jpg|1.0|1.0
White Dragon Wyverburster|99234526|https://images.ygoprodeck.com/images/cards_small/99234526.jpg|1.0|1.0
Black Dragon Collapserpent|61901281|https://images.ygoprodeck.com/images/cards_small/61901281.jpg|1.0|1.0
The Bystial Lubellion|32731036|https://images.ygoprodeck.com/images/cards_small/32731036.jpg|0.993|2.813
Bystial Magnamhut|33854624|https://images.ygoprodeck.com/images/cards_small/33854624.jpg|0.993|2.209
Bystial Saronir|60242223|https://images.ygoprodeck.com/images/cards_small/60242223.jpg|0.993|2.201
Bystial Druiswurm|6637331|https://images.ygoprodeck.com/images/cards_small/6637331.jpg|0.993|1.455
Branded Regained|34090915|https://images.ygoprodeck.com/images/cards_small/34090915.jpg|0.993|1.037
Absorouter Dragon|67748760|https://images.ygoprodeck.com/images/cards_small/67748760.jpg|0.993|1.007
Chaos Dragon Levianeer|55878038|https://images.ygoprodeck.com/images/cards_small/55878038.jpg|0.993|1.0
Red-Eyes Darkness Metal Dragon|88264978|https://images.ygoprodeck.com/images/cards_small/88264978.jpg|0.83|1.009
Black Metal Dragon|93969023|https://images.ygoprodeck.com/images/cards_small/93969023.jpg|0.77|2.798
Ash Blossom & Joyous Spring|14558127|https://images.ygoprodeck.com/images/cards_small/14558127.jpg|0.763|2.932
Infinite Impermanence|10045474|https://images.ygoprodeck.com/images/cards_small/10045474.jpg|0.704|2.895
Branded Beast|32756828|https://images.ygoprodeck.com/images/cards_small/32756828.jpg|0.622|1.0
Nibiru, the Primal Being|27204311|https://images.ygoprodeck.com/images/cards_small/27204311.jpg|0.556|2.787
Triple Tactics Talent|25311006|https://images.ygoprodeck.com/images/cards_small/25311006.jpg|0.548|1.986
Rokket Caliber|67127799|https://images.ygoprodeck.com/images/cards_small/67127799.jpg|0.437|1.0
Bystial Baldrake|72656408|https://images.ygoprodeck.com/images/cards_small/72656408.jpg|0.4|1.074
Effect Veiler|97268402|https://images.ygoprodeck.com/images/cards_small/97268402.jpg|0.348|2.723
PSY-Framegear Gamma|38814750|https://images.ygoprodeck.com/images/cards_small/38814750.jpg|0.326|1.818
PSY-Frame Driver|49036338|https://images.ygoprodeck.com/images/cards_small/49036338.jpg|0.326|1.0
Noctovision Dragon|70333910|https://images.ygoprodeck.com/images/cards_small/70333910.jpg|0.304|1.366
