name|code|imgSource|deckPerc|avgCount
"Maxx ""C"""|23434538|https://images.ygoprodeck.com/images/cards_small/23434538.jpg|1.0|3.0
Ash Blossom & Joyous Spring|14558127|https://images.ygoprodeck.com/images/cards_small/14558127.jpg|1.0|3.0
Cynet Mining|57160136|https://images.ygoprodeck.com/images/cards_small/57160136.jpg|1.0|2.562
Infinite Impermanence|10045474|https://images.ygoprodeck.com/images/cards_small/10045474.jpg|1.0|2.438
Called by the Grave|24224830|https://images.ygoprodeck.com/images/cards_small/24224830.jpg|1.0|2.0
Mathmech Addition|80965043|https://images.ygoprodeck.com/images/cards_small/80965043.jpg|1.0|1.188
Mathmech Diameter|17946349|https://images.ygoprodeck.com/images/cards_small/17946349.jpg|1.0|1.188
Mathmech Sigma|27182739|https://images.ygoprodeck.com/images/cards_small/27182739.jpg|1.0|1.125
Crossout Designator|65681983|https://images.ygoprodeck.com/images/cards_small/65681983.jpg|1.0|1.0
Mathmech Superfactorial|87804365|https://images.ygoprodeck.com/images/cards_small/87804365.jpg|1.0|1.0
Mathmech Circular|36521307|https://images.ygoprodeck.com/images/cards_small/36521307.jpg|1.0|1.0
Small World|89558743|https://images.ygoprodeck.com/images/cards_small/89558743.jpg|0.875|2.429
Mathmech Subtraction|16360142|https://images.ygoprodeck.com/images/cards_small/16360142.jpg|0.875|1.214
Micro Coder|2347477|https://images.ygoprodeck.com/images/cards_small/2347477.jpg|0.75|1.75
Ghost Belle & Haunted Mansion|73642296|https://images.ygoprodeck.com/images/cards_small/73642296.jpg|0.75|1.25
Dotscaper|18789533|https://images.ygoprodeck.com/images/cards_small/18789533.jpg|0.75|1.0
Mathmech Equation|14025912|https://images.ygoprodeck.com/images/cards_small/14025912.jpg|0.75|1.0
Lady Debug|16188701|https://images.ygoprodeck.com/images/cards_small/16188701.jpg|0.688|1.909
Effect Veiler|97268402|https://images.ygoprodeck.com/images/cards_small/97268402.jpg|0.688|1.545
Code Generator|30114823|https://images.ygoprodeck.com/images/cards_small/30114823.jpg|0.688|1.182
Mathmech Multiplication|52354896|https://images.ygoprodeck.com/images/cards_small/52354896.jpg|0.688|1.0
Cynet Conflict|7403341|https://images.ygoprodeck.com/images/cards_small/7403341.jpg|0.625|1.0
Firewall Defenser|20455229|https://images.ygoprodeck.com/images/cards_small/20455229.jpg|0.562|2.667
Droll & Lock Bird|94145021|https://images.ygoprodeck.com/images/cards_small/94145021.jpg|0.562|1.556
Nibiru, the Primal Being|27204311|https://images.ygoprodeck.com/images/cards_small/27204311.jpg|0.562|1.0
Cynet Codec|60018643|https://images.ygoprodeck.com/images/cards_small/60018643.jpg|0.5|1.125
Firewall Guardian|86605184|https://images.ygoprodeck.com/images/cards_small/86605184.jpg|0.5|1.0
Parallel eXceed|71278040|https://images.ygoprodeck.com/images/cards_small/71278040.jpg|0.438|2.857
Gatchiri @Ignister|82257671|https://images.ygoprodeck.com/images/cards_small/82257671.jpg|0.438|1.0
Sakitama|67972302|https://images.ygoprodeck.com/images/cards_small/67972302.jpg|0.375|2.167
Triple Tactics Talent|25311006|https://images.ygoprodeck.com/images/cards_small/25311006.jpg|0.375|1.333
Firewall Phantom|57940938|https://images.ygoprodeck.com/images/cards_small/57940938.jpg|0.375|1.0
Ghost Ogre & Snow Rabbit|59438930|https://images.ygoprodeck.com/images/cards_small/59438930.jpg|0.375|1.0
Knightmare Corruptor Iblee|10158145|https://images.ygoprodeck.com/images/cards_small/10158145.jpg|0.312|1.0
Ghost Mourner & Moonlit Chill|52038441|https://images.ygoprodeck.com/images/cards_small/52038441.jpg|0.25|1.25
Pot of Desires|35261759|https://images.ygoprodeck.com/images/cards_small/35261759.jpg|0.188|1.333
Cynet Backdoor|43839002|https://images.ygoprodeck.com/images/cards_small/43839002.jpg|0.188|1.0
EM:P Meowmine|48017189|https://images.ygoprodeck.com/images/cards_small/48017189.jpg|0.188|1.0
Backup Secretary|63528891|https://images.ygoprodeck.com/images/cards_small/63528891.jpg|0.188|1.0
Forbidden Droplet|24299458|https://images.ygoprodeck.com/images/cards_small/24299458.jpg|0.188|1.0
Dogoran, the Mad Flame Kaiju|93332803|https://images.ygoprodeck.com/images/cards_small/93332803.jpg|0.188|1.0
Cyberse Gadget|645087|https://images.ygoprodeck.com/images/cards_small/645087.jpg|0.188|1.0
D.D. Crow|24508238|https://images.ygoprodeck.com/images/cards_small/24508238.jpg|0.125|1.5
Aratama|16889337|https://images.ygoprodeck.com/images/cards_small/16889337.jpg|0.125|1.5
Salamangreat Sanctuary|1295111|https://images.ygoprodeck.com/images/cards_small/1295111.jpg|0.125|1.0
Rivalry of Warlords|90846359|https://images.ygoprodeck.com/images/cards_small/90846359.jpg|0.125|1.0
Red Reboot|23002292|https://images.ygoprodeck.com/images/cards_small/23002292.jpg|0.125|1.0
Ostinato|9113513|https://images.ygoprodeck.com/images/cards_small/9113513.jpg|0.062|3.0
Achichi @Ignister|15808381|https://images.ygoprodeck.com/images/cards_small/15808381.jpg|0.062|3.0
Pikari @Ignister|16020923|https://images.ygoprodeck.com/images/cards_small/16020923.jpg|0.062|3.0
Refrain the Melodious Songstress|64881644|https://images.ygoprodeck.com/images/cards_small/64881644.jpg|0.062|3.0
Couplet the Melodious Songstress|90276649|https://images.ygoprodeck.com/images/cards_small/90276649.jpg|0.062|2.0
A.I. Meet You|6552971|https://images.ygoprodeck.com/images/cards_small/6552971.jpg|0.062|1.0
Triple Tactics Thrust|35269904|https://images.ygoprodeck.com/images/cards_small/35269904.jpg|0.062|1.0
A.I.dle Reborn|22933016|https://images.ygoprodeck.com/images/cards_small/22933016.jpg|0.062|1.0
Ignister A.I.Land|59054773|https://images.ygoprodeck.com/images/cards_small/59054773.jpg|0.062|1.0
Formud Skipper|50366775|https://images.ygoprodeck.com/images/cards_small/50366775.jpg|0.062|1.0
Melodious Concerto|31458630|https://images.ygoprodeck.com/images/cards_small/31458630.jpg|0.062|1.0
Doshin @Ignister|78751195|https://images.ygoprodeck.com/images/cards_small/78751195.jpg|0.062|1.0
Mathmech Nabla|53577438|https://images.ygoprodeck.com/images/cards_small/53577438.jpg|0.062|1.0
Doyon @Ignister|88413677|https://images.ygoprodeck.com/images/cards_small/88413677.jpg|0.062|1.0
Cynet Rollback|57900671|https://images.ygoprodeck.com/images/cards_small/57900671.jpg|0.062|1.0
