name|code|imgSource|deckPerc|avgCount
Red Reboot|23002292|https://images.ygoprodeck.com/images/cards_small/23002292.jpg|0.909|1.0
Harpie's Feather Duster|18144506|https://images.ygoprodeck.com/images/cards_small/18144506.jpg|0.667|1.0
Triple Tactics Thrust|35269904|https://images.ygoprodeck.com/images/cards_small/35269904.jpg|0.576|1.895
Lightning Storm|14532163|https://images.ygoprodeck.com/images/cards_small/14532163.jpg|0.455|1.733
Cosmic Cyclone|8267140|https://images.ygoprodeck.com/images/cards_small/8267140.jpg|0.394|2.462
Triple Tactics Talent|25311006|https://images.ygoprodeck.com/images/cards_small/25311006.jpg|0.394|1.154
Forbidden Droplet|24299458|https://images.ygoprodeck.com/images/cards_small/24299458.jpg|0.364|2.5
Nibiru, the Primal Being|27204311|https://images.ygoprodeck.com/images/cards_small/27204311.jpg|0.364|2.5
Dimensional Barrier|83326048|https://images.ygoprodeck.com/images/cards_small/83326048.jpg|0.364|1.0
Skill Drain|82732705|https://images.ygoprodeck.com/images/cards_small/82732705.jpg|0.333|1.0
Evenly Matched|15693423|https://images.ygoprodeck.com/images/cards_small/15693423.jpg|0.242|2.625
Fantastical Dragon Phantazmay|78661338|https://images.ygoprodeck.com/images/cards_small/78661338.jpg|0.242|2.375
Lava Golem|102380|https://images.ygoprodeck.com/images/cards_small/102380.jpg|0.212|2.571
Heavy Storm|19613556|https://images.ygoprodeck.com/images/cards_small/19613556.jpg|0.212|1.0
Summon Limit|23516703|https://images.ygoprodeck.com/images/cards_small/23516703.jpg|0.182|1.833
Droll & Lock Bird|94145021|https://images.ygoprodeck.com/images/cards_small/94145021.jpg|0.152|2.6
Artifact Lancea|34267821|https://images.ygoprodeck.com/images/cards_small/34267821.jpg|0.152|2.4
Change of Heart|4031928|https://images.ygoprodeck.com/images/cards_small/4031928.jpg|0.152|2.0
Dark Ruler No More|54693926|https://images.ygoprodeck.com/images/cards_small/54693926.jpg|0.152|1.6
Magical Mid-Breaker Field|71650854|https://images.ygoprodeck.com/images/cards_small/71650854.jpg|0.121|2.5
Twin Twisters|43898403|https://images.ygoprodeck.com/images/cards_small/43898403.jpg|0.121|1.5
Sinful Spoils of Subversion - Snake-Eye|24081957|https://images.ygoprodeck.com/images/cards_small/24081957.jpg|0.121|1.0
Spiritual Swords of Revealing Light|78625592|https://images.ygoprodeck.com/images/cards_small/78625592.jpg|0.121|1.0
Crossout Designator|65681983|https://images.ygoprodeck.com/images/cards_small/65681983.jpg|0.121|1.0
Ash Blossom & Joyous Spring|14558127|https://images.ygoprodeck.com/images/cards_small/14558127.jpg|0.091|2.333
Void Vanishment|78748366|https://images.ygoprodeck.com/images/cards_small/78748366.jpg|0.091|1.667
Transaction Rollback|6351147|https://images.ygoprodeck.com/images/cards_small/6351147.jpg|0.091|1.333
Void Feast|31548814|https://images.ygoprodeck.com/images/cards_small/31548814.jpg|0.091|1.0
Different Dimension Ground|31849106|https://images.ygoprodeck.com/images/cards_small/31849106.jpg|0.091|1.0
Gozen Match|53334471|https://images.ygoprodeck.com/images/cards_small/53334471.jpg|0.061|3.0
Heat Wave|45141013|https://images.ygoprodeck.com/images/cards_small/45141013.jpg|0.061|2.5
Soul Release|5758500|https://images.ygoprodeck.com/images/cards_small/5758500.jpg|0.061|2.5
There Can Be Only One|24207889|https://images.ygoprodeck.com/images/cards_small/24207889.jpg|0.061|2.0
Called by the Grave|24224830|https://images.ygoprodeck.com/images/cards_small/24224830.jpg|0.061|2.0
Super Polymerization|48130397|https://images.ygoprodeck.com/images/cards_small/48130397.jpg|0.061|2.0
Inspector Boarder|15397015|https://images.ygoprodeck.com/images/cards_small/15397015.jpg|0.061|1.0
Rivalry of Warlords|90846359|https://images.ygoprodeck.com/images/cards_small/90846359.jpg|0.061|1.0
Anti-Spell Fragrance|58921041|https://images.ygoprodeck.com/images/cards_small/58921041.jpg|0.061|1.0
Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga|62219643|https://images.ygoprodeck.com/images/cards_small/62219643.jpg|0.061|1.0
Rescue-ACE Impulse|38339996|https://images.ygoprodeck.com/images/cards_small/38339996.jpg|0.03|3.0
Infinite Impermanence|10045474|https://images.ygoprodeck.com/images/cards_small/10045474.jpg|0.03|3.0
Shaddoll Fusion|44394295|https://images.ygoprodeck.com/images/cards_small/44394295.jpg|0.03|3.0
That Grass Looks Greener|11110587|https://images.ygoprodeck.com/images/cards_small/11110587.jpg|0.03|2.0
Burning Draw|46898368|https://images.ygoprodeck.com/images/cards_small/46898368.jpg|0.03|2.0
Gameciel, the Sea Turtle Kaiju|55063751|https://images.ygoprodeck.com/images/cards_small/55063751.jpg|0.03|2.0
D.D. Crow|24508238|https://images.ygoprodeck.com/images/cards_small/24508238.jpg|0.03|2.0
Kaiser Colosseum|35059553|https://images.ygoprodeck.com/images/cards_small/35059553.jpg|0.03|2.0
Mystical Space Typhoon|5318639|https://images.ygoprodeck.com/images/cards_small/5318639.jpg|0.03|2.0
Swords of Concealing Light|12923641|https://images.ygoprodeck.com/images/cards_small/12923641.jpg|0.03|2.0
Pot of Prosperity|84211599|https://images.ygoprodeck.com/images/cards_small/84211599.jpg|0.03|1.0
Prohibition|43711255|https://images.ygoprodeck.com/images/cards_small/43711255.jpg|0.03|1.0
Extra-Foolish Burial|57995165|https://images.ygoprodeck.com/images/cards_small/57995165.jpg|0.03|1.0
PSY-Framegear Gamma|38814750|https://images.ygoprodeck.com/images/cards_small/38814750.jpg|0.03|1.0
Foolish Burial Goods|35726888|https://images.ygoprodeck.com/images/cards_small/35726888.jpg|0.03|1.0
Lullaby of Obedience|39238953|https://images.ygoprodeck.com/images/cards_small/39238953.jpg|0.03|1.0
Elemental Burst|61411502|https://images.ygoprodeck.com/images/cards_small/61411502.jpg|0.03|1.0
Dark Rose Fairy|90724272|https://images.ygoprodeck.com/images/cards_small/90724272.jpg|0.03|1.0
PSY-Frame Driver|49036338|https://images.ygoprodeck.com/images/cards_small/49036338.jpg|0.03|1.0
Naelshaddoll Ariel|97518132|https://images.ygoprodeck.com/images/cards_small/97518132.jpg|0.03|1.0
Dinowrestler Pankratops|82385847|https://images.ygoprodeck.com/images/cards_small/82385847.jpg|0.03|1.0
Kurikara Divincarnate|35405755|https://images.ygoprodeck.com/images/cards_small/35405755.jpg|0.03|1.0
Fairy Tail - Snow|55623480|https://images.ygoprodeck.com/images/cards_small/55623480.jpg|0.03|1.0
Appointer of the Red Lotus|43262273|https://images.ygoprodeck.com/images/cards_small/43262273.jpg|0.03|1.0
